LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
68,68,68,70,70,70,70,70,70,70,70,70,64,64,64,70,60,55,55,55,60,57,50,50,50,57,64,67,43,64,75,77,78,75,61,75,76,78,76,67,72,78,54,71,71,73,34,29,65,68,69,75,48,43,59,6,10,16,8,13,71
69,69,69,67,68,68,68,67,66,66,66,66,61,61,61,66,51,51,51,51,51,48,48,48,48,48,58,69,72,60,67,72,62,61,56,71,67,64,71,68,76,75,82,78,78,69,66,24,69,65,64,70,41,28,21,15,12,12,6,7,71
70,70,70,69,69,69,69,69,67,67,67,67,59,59,59,67,49,46,46,46,49,46,41,41,41,46,55,75,67,66,42,71,59,42,57,70,85,86,80,66,68,66,65,60,68,61,61,23,70,51,60,67,25,16,18,8,12,11,8,12,71
69,69,69,61,66,66,66,61,61,61,61,59,53,53,53,59,41,40,40,40,41,38,39,39,39,38,30,74,71,55,57,70,48,30,36,69,55,67,34,68,33,69,79,62,88,54,44,16,74,49,62,70,20,13,13,9,8,7,7,8,71
70,70,70,65,68,68,68,65,66,66,66,64,60,60,60,64,48,47,47,47,48,45,42,42,42,45,46,68,66,62,60,66,32,46,57,71,70,68,66,70,63,77,77,69,78,72,46,36,74,56,82,74,15,19,17,7,13,12,13,13,71
69,69,69,68,68,68,68,68,66,66,66,67,59,59,59,67,49,47,47,47,49,47,43,43,43,47,55,75,63,65,58,70,49,45,52,69,79,84,68,60,63,63,64,64,78,58,52,27,74,59,61,60,23,25,19,15,13,6,7,14,71
69,69,69,66,67,67,67,66,64,64,64,63,56,56,56,63,47,44,44,44,47,45,41,41,41,45,38,76,61,61,63,61,42,33,36,63,88,83,82,70,83,68,82,77,68,63,51,22,74,56,64,77,20,25,15,7,14,6,10,8,71
70,70,70,65,68,68,68,65,67,67,67,64,63,63,63,64,51,54,54,54,51,49,51,51,51,49,45,71,75,67,65,67,59,57,57,68,61,60,64,75,69,74,74,69,71,66,73,41,73,65,63,71,41,31,21,12,12,8,11,10,71
69,69,69,71,71,71,71,71,70,70,70,70,62,62,62,70,49,46,46,46,49,46,38,38,38,46,55,70,57,68,60,78,61,36,57,74,84,84,77,64,74,69,60,60,61,59,39,24,72,67,55,72,21,17,21,9,10,7,13,8,71
70,70,70,71,71,71,71,71,70,70,70,70,64,64,64,70,52,49,49,49,52,50,43,43,43,50,67,68,73,68,63,77,71,60,62,73,76,75,78,68,69,70,65,58,59,67,35,30,70,67,56,65,22,29,27,13,8,10,14,9,71
69,69,69,69,69,69,69,69,68,68,68,69,62,62,62,69,54,50,50,50,54,51,45,45,45,51,62,68,64,66,66,71,65,56,51,74,74,78,74,71,67,68,72,84,71,64,56,20,73,58,75,65,33,29,27,9,10,7,7,9,71
70,70,70,64,67,67,67,64,63,63,63,62,55,55,55,62,43,41,41,41,43,41,38,38,38,41,40,74,72,57,72,60,64,42,42,63,79,72,61,69,64,73,69,67,72,67,49,14,75,60,67,74,15,16,16,15,16,15,7,7,71
70,70,70,67,68,68,68,67,67,67,67,66,61,61,61,66,52,50,50,50,52,50,48,48,48,50,58,71,80,65,65,68,66,54,55,70,76,74,76,62,64,70,86,69,72,62,65,31,69,66,67,53,18,36,31,6,11,6,7,11,71
70,70,70,65,67,67,67,65,64,64,64,64,59,59,59,64,47,48,48,48,47,45,46,46,46,45,62,74,75,62,62,67,53,67,57,70,53,58,54,72,52,76,67,57,81,67,72,18,68,60,75,65,29,28,20,8,16,6,10,12,71
70,70,70,71,71,71,71,71,70,70,70,70,65,65,65,70,55,53,53,53,55,52,47,47,47,52,67,69,63,67,53,77,71,68,66,74,79,80,68,66,60,75,61,70,74,73,68,31,67,64,55,58,30,33,25,14,6,7,14,13,71
70,70,70,62,67,67,67,62,63,63,63,62,58,58,58,62,46,46,46,46,46,43,44,44,44,43,43,71,74,66,66,66,54,28,48,69,52,55,32,70,47,76,61,65,82,57,56,18,79,54,71,69,26,21,27,11,11,11,11,6,71
70,70,70,63,66,66,66,63,62,62,62,61,56,56,56,61,47,48,48,48,47,45,48,48,48,45,49,69,75,60,73,64,56,58,37,70,53,59,55,66,58,74,66,72,91,63,70,27,79,53,76,60,40,20,19,8,6,15,16,7,71
70,70,70,66,67,67,67,66,65,65,65,64,59,59,59,64,54,54,54,54,54,53,54,54,54,53,51,67,75,67,69,61,33,54,42,64,80,79,75,70,71,75,85,66,77,62,75,41,71,62,63,58,45,41,24,6,11,12,14,11,71
70,70,70,68,68,68,68,68,66,66,66,67,59,59,59,67,49,44,44,44,49,45,39,39,39,45,62,67,66,63,58,74,50,42,52,72,74,78,69,65,52,78,62,65,85,58,28,27,70,57,61,57,12,15,19,7,8,12,7,9,71
70,70,70,71,71,71,71,71,70,70,70,70,64,64,64,70,55,50,50,50,55,52,43,43,43,52,65,72,64,67,70,74,69,67,65,71,79,79,88,73,82,74,80,72,43,70,49,25,70,62,73,67,21,33,35,6,7,8,15,12,71
69,69,69,72,71,71,71,72,71,71,71,72,66,66,66,72,59,57,57,57,59,56,50,50,50,56,73,71,54,73,63,72,80,70,70,72,84,80,71,64,69,71,72,63,67,71,46,48,73,66,71,64,49,34,32,10,11,14,7,15,71
70,70,70,65,68,68,68,65,66,66,66,64,59,59,59,64,49,48,48,48,49,47,47,47,47,47,40,73,71,65,58,70,42,31,37,68,64,72,61,68,65,73,69,74,80,57,60,28,72,65,60,63,32,29,20,13,11,12,13,13,71
69,69,69,66,68,68,68,66,67,67,67,66,63,63,63,66,53,55,55,55,53,52,53,53,53,52,58,71,72,67,66,64,64,57,58,66,59,71,61,73,71,72,74,67,77,71,82,28,71,72,65,72,38,44,33,6,9,8,11,11,71
70,70,70,67,68,68,68,67,63,63,63,65,54,54,54,65,47,39,39,39,47,44,36,36,36,44,50,78,69,56,46,76,58,58,33,71,82,79,78,73,64,72,69,77,69,54,28,16,62,45,82,51,11,18,12,11,8,10,7,6,71
69,69,69,70,70,70,70,70,69,69,69,70,66,66,66,70,63,61,61,61,63,61,58,58,58,61,68,68,56,70,70,75,61,40,63,74,72,75,72,63,68,75,68,75,75,66,64,41,67,68,48,72,49,57,56,5,11,6,6,7,71
69,69,69,63,66,66,66,63,63,63,63,62,58,58,58,62,47,49,49,49,47,45,47,47,47,45,50,73,75,60,67,62,44,48,54,68,59,62,56,68,51,70,76,66,86,61,82,27,73,58,73,75,30,21,22,13,10,6,8,8,71
70,70,70,68,69,69,69,68,67,67,67,66,59,59,59,66,51,50,50,50,51,49,49,49,49,49,54,71,69,66,64,74,56,67,47,75,71,74,68,60,66,72,73,57,77,56,70,29,71,59,56,64,37,29,34,11,8,12,12,8,71
69,69,69,66,67,67,67,66,65,65,65,66,62,62,62,66,57,56,56,56,57,55,53,53,53,55,55,71,65,64,66,68,55,62,57,68,72,77,71,65,51,71,68,77,79,64,75,54,72,56,66,74,29,36,39,15,14,10,9,13,71
69,69,69,71,72,72,72,71,70,70,70,68,61,61,61,68,52,46,46,46,52,49,40,40,40,49,40,71,61,61,75,73,76,64,43,75,86,85,93,78,88,62,64,70,32,63,42,26,77,65,59,79,30,25,29,12,9,11,12,8,71
67,67,67,70,69,69,69,70,68,68,68,70,63,63,63,70,56,51,51,51,56,52,44,44,44,52,66,65,53,63,51,77,59,49,57,72,85,85,72,67,70,67,62,74,71,65,40,46,65,65,48,61,21,30,24,16,15,10,12,11,71
70,70,70,69,69,69,69,69,66,66,66,68,59,59,59,68,53,48,48,48,53,50,45,45,45,50,65,70,68,67,67,69,59,46,49,71,84,75,76,66,79,76,78,75,65,66,45,23,71,54,67,59,52,21,18,8,6,11,8,8,71
70,70,70,62,66,66,66,62,61,61,61,60,55,55,55,60,47,48,48,48,47,46,50,50,50,46,40,73,78,54,70,62,41,45,32,65,61,66,46,68,43,74,61,71,90,65,79,24,73,62,71,72,39,32,24,7,11,7,7,13,71
70,70,70,69,70,70,70,69,68,68,68,68,62,62,62,68,51,49,49,49,51,48,44,44,44,48,51,70,65,66,70,68,54,47,45,69,83,81,69,77,59,67,80,80,75,56,74,30,72,70,65,66,21,21,14,9,8,8,10,12,71
70,70,70,63,66,66,66,63,62,62,62,61,54,54,54,61,43,42,42,42,43,42,41,41,41,42,40,70,76,56,65,69,56,60,47,71,71,71,65,63,70,77,87,52,74,70,42,18,70,43,63,69,23,21,20,11,11,14,9,6,71
70,70,70,70,70,70,70,70,69,69,69,69,62,62,62,69,55,51,51,51,55,53,47,47,47,53,59,71,63,66,67,65,64,45,44,66,86,85,82,75,71,71,63,76,59,66,67,34,76,70,65,71,34,36,23,8,9,13,6,7,71
65,65,65,71,69,69,69,71,70,70,70,70,63,63,63,70,52,46,46,46,52,48,37,37,37,48,72,62,63,73,59,72,66,67,70,71,81,85,82,66,83,59,51,56,35,64,28,18,67,69,59,71,27,23,22,9,9,13,9,12,71
70,70,70,68,69,69,69,68,68,68,68,67,64,64,64,67,53,52,52,52,53,50,48,48,48,50,57,71,66,64,75,74,67,68,58,75,66,62,67,73,57,73,64,65,79,70,60,37,65,66,70,71,18,33,36,8,8,10,12,12,71
69,69,69,66,69,69,69,66,68,68,68,67,65,65,65,67,55,57,57,57,55,54,53,53,53,54,41,71,74,68,51,72,54,30,62,70,68,77,46,71,46,58,38,72,82,55,60,41,72,68,60,68,33,48,36,9,12,14,9,8,71
70,70,70,69,70,70,70,69,70,70,70,68,64,64,64,68,50,48,48,48,50,47,43,43,43,47,63,73,71,69,66,69,74,72,65,69,65,69,77,70,73,69,81,63,66,71,43,18,74,76,76,71,25,26,26,12,6,7,10,8,71
69,69,69,63,66,66,66,63,63,63,63,61,58,58,58,61,47,47,47,47,47,45,45,45,45,45,42,68,77,65,67,59,60,57,51,69,65,61,65,71,47,72,82,54,82,67,36,43,72,53,64,61,20,19,20,11,10,15,15,6,71
64,64,64,70,68,68,68,70,67,67,67,70,62,62,62,70,58,53,53,53,58,54,44,44,44,54,69,62,35,63,59,74,65,42,61,70,90,91,84,69,81,63,61,67,64,52,41,61,67,60,64,53,25,28,23,15,15,12,7,7,71
70,70,70,65,68,68,68,65,65,65,65,63,59,59,59,63,51,51,51,51,51,49,51,51,51,49,34,72,70,66,60,65,61,49,36,67,75,78,69,69,75,70,82,80,82,63,78,29,72,60,67,69,39,34,23,12,9,7,14,8,71
70,70,70,64,66,66,66,64,63,63,63,62,56,56,56,62,44,42,42,42,44,42,38,38,38,42,45,74,72,64,62,66,65,68,40,72,66,62,69,60,42,72,44,67,80,58,30,18,76,50,67,68,19,18,16,9,15,11,10,9,71
70,70,70,69,68,68,68,69,66,66,66,67,58,58,58,67,51,45,45,45,51,48,43,43,43,48,66,73,67,61,69,71,62,45,42,71,83,84,73,62,74,75,84,68,74,72,59,26,63,59,68,72,16,25,24,14,15,9,12,15,71
67,67,67,71,69,69,69,71,69,69,69,70,64,64,64,70,56,53,53,53,56,53,46,46,46,53,67,70,52,67,70,73,70,71,61,74,85,76,80,66,80,65,68,63,53,62,49,38,68,66,67,71,43,37,23,15,12,16,15,15,71
70,70,70,68,69,69,69,68,69,69,69,67,67,67,67,67,60,62,62,62,60,59,60,60,60,59,73,72,74,71,66,70,64,56,63,71,56,53,65,74,67,74,73,52,72,69,80,57,72,69,72,73,37,58,49,8,14,7,10,6,71
69,69,69,69,69,69,69,69,68,68,68,68,64,64,64,68,54,53,53,53,54,51,46,46,46,51,58,72,67,67,58,70,67,59,60,74,73,72,70,67,62,68,62,73,66,62,56,54,73,62,69,69,28,23,18,9,7,11,6,16,71
70,70,70,70,71,71,71,70,70,70,70,69,65,65,65,69,57,56,56,56,57,55,52,52,52,55,63,69,56,68,67,72,65,60,56,73,69,72,67,70,62,76,34,66,81,69,60,33,74,71,70,74,52,42,37,6,15,16,7,6,71
69,69,69,61,65,65,65,61,61,61,61,59,54,54,54,59,44,43,43,43,44,43,43,43,43,43,28,73,79,60,65,59,38,42,31,58,66,76,57,69,55,69,62,77,78,53,71,22,76,59,60,61,19,17,20,10,9,14,15,6,71
68,68,68,71,70,70,70,71,69,69,69,70,62,62,62,70,53,49,49,49,53,50,42,42,42,50,69,69,53,64,65,73,61,43,62,79,82,84,78,64,75,72,59,70,70,66,49,23,63,63,41,64,35,23,21,10,8,13,5,8,71
69,69,69,64,66,66,66,64,63,63,63,63,56,56,56,63,48,47,47,47,48,46,46,46,46,46,45,71,68,56,64,65,56,35,43,68,78,76,78,67,70,72,83,72,86,63,68,33,68,53,66,62,27,20,16,12,7,10,13,14,71
64,64,64,70,69,69,69,70,71,71,71,70,66,66,66,70,56,54,54,54,56,52,46,46,46,52,62,62,44,69,60,76,73,71,68,75,78,76,82,66,76,62,61,67,60,63,39,38,66,73,71,68,50,32,24,5,5,5,5,5,71
70,70,70,63,66,66,66,63,63,63,63,62,57,57,57,62,51,50,50,50,51,50,51,51,51,50,42,74,72,62,68,62,50,31,33,68,64,66,67,67,67,73,82,88,83,62,76,22,74,54,63,66,41,35,31,15,16,11,10,11,71
68,68,68,70,69,69,69,70,70,70,70,70,70,70,70,70,66,66,66,66,66,64,62,62,62,64,80,69,58,74,57,69,77,76,77,71,63,64,77,72,77,80,64,66,68,70,68,67,67,69,59,58,61,55,49,14,6,9,15,8,71
69,69,69,67,69,69,69,67,67,67,67,65,60,60,60,65,50,49,49,49,50,48,46,46,46,48,46,72,72,62,59,72,65,40,43,73,69,69,73,65,66,66,71,73,75,64,49,36,71,65,68,72,37,21,19,13,12,5,8,15,71
68,68,68,70,70,70,70,70,70,70,70,70,67,67,67,70,61,59,59,59,61,58,53,53,53,58,62,71,59,68,66,75,72,62,67,73,77,76,75,70,69,67,69,66,62,71,52,60,63,69,58,65,35,44,45,15,14,7,7,10,71
69,69,69,67,68,68,68,67,66,66,66,65,59,59,59,65,51,48,48,48,51,49,45,45,45,49,47,74,66,62,73,70,50,69,49,70,72,71,70,72,72,68,69,65,59,67,49,29,73,53,71,73,34,27,32,14,11,7,7,14,71
70,70,70,64,67,67,67,64,66,66,66,62,61,61,61,62,47,49,49,49,47,44,46,46,46,44,36,70,74,69,72,68,62,69,50,74,52,55,69,66,69,69,67,70,85,65,56,33,77,56,70,66,32,18,20,6,9,6,13,9,71
70,70,70,68,70,70,70,68,68,68,68,68,63,63,63,68,49,48,48,48,49,46,41,41,41,46,58,73,55,70,64,75,65,49,55,70,64,71,47,67,48,75,39,69,85,62,45,20,73,69,61,75,25,23,20,8,16,11,13,6,71
70,70,70,65,68,68,68,65,66,66,66,64,60,60,60,64,45,46,46,46,45,42,41,41,41,42,39,71,67,66,55,66,53,34,56,68,68,71,76,70,65,73,75,75,83,68,61,15,74,57,65,70,30,12,11,5,11,8,13,12,71
70,70,70,66,68,68,68,66,66,66,66,65,62,62,62,65,53,54,54,54,53,51,51,51,51,51,61,76,68,65,73,58,65,55,53,67,62,59,67,75,73,70,55,67,72,64,75,33,80,65,74,73,49,34,28,7,8,11,11,8,71
69,69,69,63,66,66,66,63,63,63,63,63,59,59,59,63,53,54,54,54,53,51,53,53,53,51,53,70,78,60,67,63,51,62,53,66,63,64,62,71,51,72,70,73,80,65,79,44,74,51,65,70,47,31,23,11,8,15,11,7,71
69,69,69,62,66,66,66,62,64,64,64,60,58,58,58,60,45,47,47,47,45,43,46,46,46,43,44,72,77,72,70,66,66,51,45,62,46,45,55,72,38,71,45,51,86,67,58,20,76,56,67,54,36,24,27,7,8,9,7,7,71
69,69,69,66,68,68,68,66,66,66,66,66,60,60,60,66,50,48,48,48,50,47,44,44,44,47,48,70,76,66,58,69,39,24,47,70,74,78,59,66,54,68,78,79,71,63,65,23,70,62,66,68,22,25,20,8,14,5,9,9,71
70,70,70,62,66,66,66,62,63,63,63,60,58,58,58,60,47,50,50,50,47,45,49,49,49,45,45,72,77,61,73,63,52,54,44,73,43,53,61,74,56,76,76,59,77,66,74,34,74,51,85,65,27,37,15,12,12,11,9,11,71
65,65,65,69,68,68,68,69,69,69,69,69,66,66,66,69,59,59,59,59,59,56,53,53,53,56,63,63,48,70,57,71,71,68,66,70,73,69,80,72,74,63,71,75,66,65,72,33,69,72,57,69,59,44,39,13,9,11,12,13,71
70,70,70,65,68,68,68,65,65,65,65,64,57,57,57,64,50,48,48,48,50,49,47,47,47,49,38,72,73,58,56,66,49,41,31,71,79,74,68,68,58,69,77,80,77,57,79,36,73,62,68,64,18,25,30,7,14,15,7,7,71
63,63,63,70,68,68,68,70,69,69,69,70,63,63,63,70,53,48,48,48,53,48,37,37,37,48,74,65,35,70,68,74,72,65,57,73,74,69,77,69,78,58,63,68,45,64,48,24,67,70,69,70,28,24,23,9,11,16,11,12,71
69,69,69,64,66,66,66,64,62,62,62,62,54,54,54,62,45,43,43,43,45,43,42,42,42,43,44,72,75,59,68,66,44,29,44,64,72,75,70,73,66,68,84,61,74,52,69,22,72,47,70,52,15,18,19,10,11,8,7,15,71
69,69,69,67,68,68,68,67,66,66,66,67,63,63,63,67,55,53,53,53,55,53,49,49,49,53,59,68,68,63,63,67,63,56,61,72,68,76,62,69,61,65,66,82,80,63,54,22,71,62,62,62,37,38,36,13,12,7,6,14,70
69,69,69,67,69,69,69,67,68,68,68,67,61,61,61,67,48,46,46,46,48,45,39,39,39,45,54,71,64,70,65,73,54,42,58,75,67,70,69,63,67,73,67,65,72,57,34,22,67,63,71,64,20,15,22,9,15,14,9,10,70
64,64,64,69,69,69,69,69,69,69,69,69,64,64,64,69,57,53,53,53,57,55,47,47,47,55,66,53,62,65,56,76,73,65,54,74,77,72,82,74,79,70,52,67,41,60,49,39,66,72,48,71,35,41,37,12,11,9,8,15,70
68,68,68,70,68,68,68,70,67,67,67,69,60,60,60,69,52,48,48,48,52,48,42,42,42,48,70,70,60,67,50,73,51,42,58,72,84,82,75,60,62,78,70,65,65,68,61,27,62,58,61,67,25,21,21,9,8,8,15,7,70
69,69,69,69,69,69,69,69,67,67,67,67,61,61,61,67,54,52,52,52,54,52,48,48,48,52,57,72,64,59,65,67,63,56,55,67,86,87,82,67,75,68,73,69,58,66,70,48,72,67,59,72,25,34,25,11,11,6,7,6,70
69,69,69,69,69,69,69,69,67,67,67,68,60,60,60,68,52,47,47,47,52,49,43,43,43,49,62,67,62,64,67,68,72,48,46,71,86,78,76,71,77,70,76,72,75,63,43,21,70,61,69,65,29,29,20,15,11,14,7,9,70
69,69,69,70,70,70,70,70,69,69,69,69,62,62,62,69,51,46,46,46,51,47,38,38,38,47,60,68,51,69,61,70,57,30,59,72,81,83,78,72,70,71,79,71,64,65,28,20,74,58,56,60,28,18,18,10,8,15,8,6,70
68,68,68,66,66,66,66,66,64,64,64,64,58,58,58,64,51,48,48,48,51,49,46,46,46,49,57,70,68,63,63,61,57,46,44,70,73,76,67,63,54,68,64,66,78,64,44,28,72,59,66,67,38,28,25,9,14,10,13,15,70
68,68,68,61,65,65,65,61,62,62,62,60,55,55,55,60,43,44,44,44,43,41,43,43,43,41,35,69,72,59,65,64,64,33,42,68,65,67,55,65,58,71,69,59,85,61,64,22,70,54,55,59,18,21,17,11,13,14,14,15,70
68,68,68,63,65,65,65,63,62,62,62,63,56,56,56,63,45,43,43,43,45,42,41,41,41,42,49,71,72,56,58,67,51,44,52,60,66,74,57,64,51,68,62,72,81,62,48,15,77,58,72,73,34,16,13,6,10,16,14,14,70
68,68,68,66,67,67,67,66,65,65,65,64,58,58,58,64,46,44,44,44,46,43,41,41,41,43,51,71,68,65,58,70,55,38,49,69,72,77,70,60,69,72,81,60,77,64,46,22,65,59,66,72,17,25,14,8,6,12,11,8,70
64,64,64,69,67,67,67,69,66,66,66,67,58,58,58,67,54,48,48,48,54,52,41,41,41,52,60,68,39,56,49,79,65,67,50,73,89,90,83,60,74,67,41,55,42,52,42,42,62,58,54,57,24,37,37,12,12,11,11,15,70
68,68,68,61,64,64,64,61,62,62,62,59,57,57,57,59,45,45,45,45,45,43,44,44,44,43,47,69,78,64,65,57,68,53,51,66,50,53,56,70,58,71,88,53,75,71,46,25,78,49,75,68,23,25,27,8,13,16,14,14,70
67,67,67,69,68,68,68,69,67,67,67,68,61,61,61,68,55,51,51,51,55,52,45,45,45,52,57,69,54,61,59,70,67,66,60,69,90,90,83,60,83,71,55,76,66,63,57,37,67,66,66,65,29,27,35,6,10,11,12,8,70
69,69,69,65,67,67,67,65,64,64,64,62,56,56,56,62,46,44,44,44,46,43,42,42,42,43,49,76,64,58,69,71,68,53,41,67,61,66,59,67,59,70,63,53,75,58,38,29,75,59,70,61,39,18,15,11,9,16,14,15,70
68,68,68,68,68,68,68,68,68,68,68,68,63,63,63,68,54,52,52,52,54,51,47,47,47,51,66,69,67,65,47,70,59,35,61,73,76,70,73,61,66,70,78,71,78,64,58,46,68,67,66,62,28,24,22,14,7,10,10,12,70
68,68,68,66,68,68,68,66,67,67,67,65,61,61,61,65,48,51,51,51,48,46,47,47,47,46,50,67,69,67,68,67,63,42,58,69,69,71,67,70,66,70,74,53,74,65,74,36,67,68,62,51,33,24,14,16,13,15,14,10,70
68,68,68,68,68,68,68,68,66,66,66,66,59,59,59,66,53,50,50,50,53,51,48,48,48,51,59,73,58,57,72,68,73,65,43,71,71,71,76,68,63,70,66,72,66,66,58,28,75,65,55,71,59,28,28,16,13,13,9,9,70
69,69,69,67,68,68,68,67,66,66,66,66,58,58,58,66,48,44,44,44,48,45,39,39,39,45,56,72,65,65,55,70,66,42,44,66,76,83,70,65,66,73,62,72,82,67,47,25,64,64,66,73,12,13,20,7,7,10,15,6,70
63,63,63,70,67,67,67,70,68,68,68,71,64,64,64,71,61,55,55,55,61,58,48,48,48,58,72,48,46,74,64,77,72,64,61,78,89,89,79,56,69,72,45,75,61,65,37,32,56,62,64,62,46,44,42,7,13,7,12,15,70
61,61,61,69,67,67,67,69,69,69,69,69,63,63,63,69,57,53,53,53,57,53,44,44,44,53,63,60,38,74,55,80,63,50,58,71,80,77,75,63,78,50,41,61,45,55,38,35,66,65,48,58,55,35,33,11,7,7,7,7,70
67,67,67,69,69,69,69,69,68,68,68,69,62,62,62,69,52,48,48,48,52,49,41,41,41,49,66,64,58,65,60,77,66,47,58,74,76,79,75,60,81,76,32,64,59,64,38,20,65,69,62,59,32,32,27,14,9,6,6,10,70
68,68,68,70,69,69,69,70,69,69,69,69,65,65,65,69,60,58,58,58,60,58,53,53,53,58,72,66,53,68,50,71,71,71,65,70,75,74,72,67,69,82,51,66,64,74,66,48,70,68,64,68,48,39,49,13,9,13,13,16,70
69,69,69,69,69,69,69,69,68,68,68,69,64,64,64,69,57,55,55,55,57,54,49,49,49,54,66,69,58,66,63,75,52,39,58,74,72,72,65,72,63,73,38,76,71,58,68,41,68,64,58,68,31,39,34,9,8,13,7,11,70
68,68,68,67,68,68,68,67,66,66,66,67,62,62,62,67,60,57,57,57,60,58,56,56,56,58,63,64,64,66,65,67,65,59,46,68,75,76,73,69,69,76,74,81,74,64,78,50,70,62,58,64,43,41,42,7,6,14,7,12,70
68,68,68,67,68,68,68,67,67,67,67,66,62,62,62,66,48,47,47,47,48,45,40,40,40,45,60,75,66,64,61,69,49,60,62,66,70,66,75,67,55,72,54,73,75,64,47,26,67,69,71,57,21,19,16,7,16,9,8,15,70
69,69,69,65,68,68,68,65,66,66,66,64,60,60,60,64,46,45,45,45,46,43,40,40,40,43,44,71,68,63,64,70,67,56,50,75,64,62,67,67,59,74,74,65,72,70,36,19,67,62,73,67,18,24,21,11,10,12,11,13,70
68,68,68,64,66,66,66,64,64,64,64,63,57,57,57,63,46,45,45,45,46,44,42,42,42,44,44,71,66,65,67,64,42,35,49,66,69,75,69,67,62,74,72,74,76,64,52,13,68,58,65,73,42,16,14,14,11,11,12,10,70
69,69,69,70,69,69,69,70,66,66,66,68,59,59,59,68,52,47,47,47,52,49,42,42,42,49,68,67,50,61,58,76,75,71,53,73,82,83,75,68,66,77,56,57,73,74,47,28,67,50,44,63,21,34,23,13,10,11,6,10,70
69,69,69,65,67,67,67,65,64,64,64,63,56,56,56,63,48,46,46,46,48,46,45,45,45,46,56,73,70,56,66,65,62,52,38,69,72,64,75,63,69,70,75,67,71,68,70,20,75,58,77,69,31,32,23,9,11,13,13,15,70
68,68,68,63,65,65,65,63,63,63,63,63,58,58,58,63,47,46,46,46,47,44,43,43,43,44,63,70,77,66,68,63,46,39,49,66,55,55,45,69,34,73,34,61,83,63,62,22,69,61,68,67,18,24,23,10,11,9,13,12,70
65,65,65,69,68,68,68,69,68,68,68,69,62,62,62,69,56,51,51,51,56,54,46,46,46,54,61,68,52,68,51,72,61,49,57,67,83,89,93,57,84,57,73,74,59,60,45,37,70,67,52,54,31,36,38,8,14,7,9,11,70
70,70,70,70,70,70,70,70,67,67,67,68,60,60,60,68,58,51,51,51,58,55,48,48,48,55,65,76,66,63,57,70,59,57,38,71,81,79,83,72,71,71,67,82,63,65,50,49,71,55,68,67,43,24,28,7,9,10,8,14,70
68,68,68,64,66,66,66,64,64,64,64,63,58,58,58,63,48,47,47,47,48,46,44,44,44,46,43,71,67,58,65,64,56,61,46,67,69,74,69,69,58,68,64,75,79,60,70,21,73,61,71,64,24,23,29,7,13,15,8,15,70
68,68,68,64,65,65,65,64,62,62,62,61,54,54,54,61,45,42,42,42,45,43,40,40,40,43,45,75,66,55,62,64,44,42,42,67,75,77,69,63,68,74,83,67,73,65,49,17,65,52,59,67,22,21,18,15,10,16,14,14,70
68,68,68,65,67,67,67,65,66,66,66,65,62,62,62,65,50,51,51,51,50,47,48,48,48,47,61,70,71,68,71,66,63,66,54,67,52,63,37,68,63,70,73,60,77,70,70,35,73,70,72,62,37,21,23,6,14,10,15,14,70
68,68,68,69,69,69,69,69,68,68,68,68,59,59,59,68,48,44,44,44,48,45,38,38,38,45,62,65,62,69,62,73,35,27,50,76,81,75,68,68,82,69,70,51,52,68,34,16,70,56,62,50,41,12,14,9,12,14,11,10,70
69,69,69,60,64,64,64,60,61,61,61,59,57,57,57,59,46,48,48,48,46,46,47,47,47,46,39,76,79,62,58,52,28,32,51,62,64,62,64,65,67,78,78,69,79,66,53,28,70,56,65,60,30,32,23,14,6,13,13,7,70
69,69,69,63,66,66,66,63,63,63,63,62,57,57,57,62,47,46,46,46,47,46,45,45,45,46,31,73,66,59,70,64,39,50,40,63,77,75,71,68,73,68,72,81,77,67,50,22,73,54,72,69,26,37,20,12,9,13,15,10,70
68,68,68,63,66,66,66,63,64,64,64,61,58,58,58,61,48,50,50,50,48,48,50,50,50,48,51,71,70,63,73,66,54,50,57,69,54,58,65,65,66,76,79,33,72,67,59,34,71,58,80,66,29,36,46,14,10,9,12,14,70
69,69,69,62,64,64,64,62,60,60,60,60,55,55,55,60,49,48,48,48,49,48,46,46,46,48,43,73,69,56,70,58,45,40,44,63,71,76,63,69,60,76,72,79,80,68,57,39,68,45,69,59,36,21,18,6,6,14,10,8,70
68,68,68,66,67,67,67,66,64,64,64,65,57,57,57,65,49,45,45,45,49,48,43,43,43,48,48,70,67,53,58,71,60,30,53,68,87,85,71,70,67,67,75,64,62,42,46,27,73,55,65,71,23,30,23,9,6,12,8,12,70
68,68,68,65,66,66,66,65,64,64,64,63,58,58,58,63,46,46,46,46,46,43,43,43,43,43,58,72,72,68,58,72,36,29,51,75,65,33,67,62,56,72,65,54,77,58,49,19,73,50,59,59,40,18,22,13,10,8,12,7,70
